Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Response Time Difference,Within Estimated Time,Time to Resolution (Days),Time to Resolution (Days,Estimated Time to Resolve (Minutes),Estimated Time to Resolve (Days)
Resolved,2777,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,2023-08-02 16:20:43,2023-08-04 16:20:43,2023-08-02 17:20:43,2023-08-02 17:00:49.988,Within SLA,2023-08-04 08:57:40.906,Within SLA,1.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-19.883533333333332,True,1.7,1.7,2880.0,2.0
Resolved,2778,High,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-02 15:53:02,2023-08-04 15:53:02,2023-08-02 16:53:02,2023-08-02 16:32:43.303,Within SLA,2023-08-08 10:26:15.697,SLA Violated,7.0,No Feedback,Other,Tier 1,Italy,43.036776,12.678565,-20.311616666666666,True,5.8,5.8,2880.0,2.0
In progress,2779,Medium,Phone,Product setup,1st line support,Connor Danielovitch,2023-08-03 22:39:29,2023-08-05 22:39:29,2023-08-03 22:41:29,2023-08-03 22:42:30.623,SLA Violated,0,SLA Violated,1.0,No Feedback,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347,1.02705,False,,-1.0,2880.0,2.0
Closed,2780,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-03 18:46:36,2023-08-05 18:46:36,2023-08-03 19:46:36,2023-08-03 19:01:52.807,Within SLA,2023-08-05 11:59:41.126,Within SLA,7.0,Poor,Ready to use Software,Tier 2,Poland,52.536273,19.050639,-44.719883333333335,True,1.7,1.7,2880.0,2.0
Resolved,2781,High,Chat,Bug report,2nd line support,Michele Whyatt,2023-08-03 00:14:42,2023-08-04 00:14:42,2023-08-03 00:16:42,2023-08-03 00:15:21.620,Within SLA,2023-08-07 19:15:29.176,SLA Violated,6.0,No Feedback,Custom software development,Tier 2,Germany,51.165691,10.451526,-1.3396666666666666,True,4.8,4.8,1440.0,1.0
Resolved,2782,High,Phone,Product setup,2nd line support,Adolpho Messingham,2023-08-03 15:31:59,2023-08-05 15:31:59,2023-08-03 15:33:59,2023-08-03 15:32:07.635,Within SLA,2023-08-04 22:51:02.290,Within SLA,1.0,No Feedback,Custom software development,Tier 2,France,48.864716,2.349014,-1.8560833333333333,True,1.3,1.3,2880.0,2.0
Resolved,2783,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-03 14:52:35,2023-08-05 14:52:35,2023-08-03 15:52:35,2023-08-03 15:34:40.652,Within SLA,2023-08-04 04:16:17.865,Within SLA,1.0,No Feedback,Custom software development,Tier 1,France,48.864716,2.349014,-17.9058,True,0.6,0.6,2880.0,2.0
Closed,2784,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-08-03 12:37:19,2023-08-04 12:37:19,2023-08-03 12:39:19,2023-08-03 12:38:53.206,Within SLA,2023-08-04 04:47:46.615,Within SLA,6.0,Good,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-0.4299,True,0.7,0.7,1440.0,1.0
Closed,2785,Medium,Phone,Product setup,2nd line support,Michele Whyatt,2023-08-03 21:38:26,2023-08-05 21:38:26,2023-08-03 21:40:26,2023-08-03 21:39:49.591,Within SLA,2023-08-05 14:52:32.043,Within SLA,1.0,Good,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,-0.6068166666666667,True,1.7,1.7,2880.0,2.0
In progress,2786,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-08-03 21:33:45,2023-08-04 21:33:45,2023-08-03 21:35:45,2023-08-03 21:35:04.572,Within SLA,0,SLA Violated,60.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-0.6738,True,,-1.0,1440.0,1.0
Resolved,2787,Low,Phone,Feature request,1st line support,Nicola Wane,2023-08-04 12:43:41,2023-08-06 12:43:41,2023-08-04 12:45:41,2023-08-04 12:44:01.169,Within SLA,2023-08-07 02:10:39.293,SLA Violated,1.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-1.66385,True,2.6,2.6,2880.0,2.0
Closed,2788,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-08-04 04:37:32,2023-08-05 04:37:32,2023-08-04 04:39:32,2023-08-04 04:38:22.202,Within SLA,2023-08-04 14:07:43.050,Within SLA,4.0,Very Poor,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-1.1633,True,0.4,0.4,1440.0,1.0
In progress,2789,High,Email,Product setup,1st line support,Sheela Cutten,2023-08-04 18:15:36,2023-08-06 18:15:36,2023-08-04 19:15:36,2023-08-04 18:50:58.022,Within SLA,0,SLA Violated,6.0,No Feedback,Other,Tier 1,Greece,39.368279,21.863141,-24.63296666666667,True,,-1.0,2880.0,2.0
Closed,2790,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-08-04 03:20:18,2023-08-06 03:20:18,2023-08-04 04:20:18,2023-08-04 04:17:24.901,Within SLA,2023-08-05 21:34:54.432,Within SLA,8.0,Very Poor,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-2.884983333333333,True,1.8,1.8,2880.0,2.0
Resolved,2791,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-04 01:50:35,2023-08-06 01:50:35,2023-08-04 02:50:35,2023-08-04 01:55:05.595,Within SLA,2023-08-05 20:31:49.994,Within SLA,4.0,No Feedback,Training and Consulting Services,Tier 1,France,48.864716,2.349014,-55.49008333333334,True,1.8,1.8,2880.0,2.0
Closed,2792,Low,Phone,Bug report,1st line support,Kristos Westoll,2023-08-05 00:41:24,2023-08-07 00:41:24,2023-08-05 00:43:24,2023-08-05 00:42:23.115,Within SLA,2023-08-07 05:00:06.240,SLA Violated,3.0,Very Poor,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-1.01475,True,2.2,2.2,2880.0,2.0
Closed,2793,Medium,Email,Other,1st line support,Nicola Wane,2023-08-05 02:24:07,2023-08-07 02:24:07,2023-08-05 03:24:07,2023-08-05 08:21:20.937,SLA Violated,2023-08-05 09:54:41.732,Within SLA,9.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,297.2322833333334,False,0.3,0.3,2880.0,2.0
Closed,2794,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-08-05 01:58:57,2023-08-06 01:58:57,2023-08-05 02:00:57,2023-08-05 01:59:43.430,Within SLA,2023-08-05 10:23:44.287,Within SLA,5.0,Excellent,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-1.2261666666666666,True,0.4,0.4,1440.0,1.0
Closed,2806,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-06 11:09:06,2023-08-08 11:09:06,2023-08-06 12:09:06,2023-08-06 11:43:40.429,Within SLA,2023-08-06 15:34:41.504,Within SLA,8.0,Excellent,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-25.42618333333333,True,0.2,0.2,2880.0,2.0
Resolved,2807,High,Email,Other,1st line support,Connor Danielovitch,2023-08-06 12:50:33,2023-08-08 12:50:33,2023-08-06 13:50:33,2023-08-06 13:17:36.041,Within SLA,2023-08-07 15:01:37.257,Within SLA,1.0,No Feedback,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,-32.94931666666667,True,1.1,1.1,2880.0,2.0
Resolved,2808,High,Email,Bug report,1st line support,Connor Danielovitch,2023-08-06 10:37:40,2023-08-08 10:37:40,2023-08-06 11:37:40,2023-08-06 11:23:39.220,Within SLA,2023-08-11 17:38:25.158,SLA Violated,10.0,No Feedback,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-14.013,True,5.3,5.3,2880.0,2.0
Closed,2809,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-06 13:52:11,2023-08-08 13:52:11,2023-08-06 14:52:11,2023-08-06 14:21:28.348,Within SLA,2023-08-08 07:57:43.174,Within SLA,3.0,Excellent,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-30.710866666666668,True,1.8,1.8,2880.0,2.0
Closed,2810,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-06 17:58:30,2023-08-08 17:58:30,2023-08-06 18:58:30,2023-08-06 18:37:10.878,Within SLA,2023-08-06 21:30:35.867,Within SLA,2.0,Excellent,Other,Tier 1,Czech Republic,49.8037633,15.4749126,-21.3187,True,0.1,0.1,2880.0,2.0
Closed,2811,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-08-06 13:38:15,2023-08-08 13:38:15,2023-08-06 14:38:15,2023-08-06 13:45:10.286,Within SLA,2023-08-11 13:43:28.716,SLA Violated,2.0,Excellent,Ready to use Software,Tier 1,France,48.864716,2.349014,-53.07856666666667,True,5.0,5.0,2880.0,2.0
Resolved,2812,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-07 12:46:44,2023-08-09 12:46:44,2023-08-07 13:46:44,2023-08-07 19:12:47.340,SLA Violated,2023-08-07 20:36:58.301,Within SLA,1.0,No Feedback,Other,Tier 1,Bulgaria,42.7249925,25.4833039,326.0556666666667,False,0.3,0.3,2880.0,2.0
In progress,2813,Low,Email,Bug report,2nd line support,Michele Whyatt,2023-08-07 11:15:32,2023-08-09 11:15:32,2023-08-07 12:15:32,2023-08-07 11:23:32.077,Within SLA,0,SLA Violated,10.0,No Feedback,Other,Tier 2,Germany,51.165691,10.451526,-51.99871666666666,True,,-1.0,2880.0,2.0
Resolved,2814,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-07 19:44:12,2023-08-09 19:44:12,2023-08-07 20:44:12,2023-08-07 20:37:17.619,Within SLA,2023-08-09 03:49:20.704,Within SLA,2.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-6.90635,True,1.3,1.3,2880.0,2.0
Closed,2815,Low,Email,Feature request,1st line support,Nicola Wane,2023-08-07 23:34:02,2023-08-09 23:34:02,2023-08-08 00:34:02,2023-08-07 23:38:23.692,Within SLA,2023-08-08 07:04:34.816,Within SLA,1.0,Average,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-55.638466666666666,True,0.3,0.3,2880.0,2.0
In progress,2816,Medium,Chat,Bug report,1st line support,Sheela Cutten,2023-08-07 15:10:55,2023-08-08 15:10:55,2023-08-07 15:12:55,2023-08-07 15:13:07.918,SLA Violated,0,SLA Violated,6.0,No Feedback,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,0.2153,False,,-1.0,1440.0,1.0
Closed,2817,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-07 22:29:00,2023-08-09 22:29:00,2023-08-07 23:29:00,2023-08-07 23:12:18.897,Within SLA,2023-08-11 16:11:22.458,SLA Violated,4.0,Excellent,Ready to use Software,Tier 1,France,48.864716,2.349014,-16.68505,True,3.7,3.7,2880.0,2.0
Closed,2818,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-08-08 09:40:50,2023-08-10 09:40:50,2023-08-08 10:40:50,2023-08-08 10:16:34.543,Within SLA,2023-08-10 00:51:58.142,Within SLA,3.0,Excellent,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-24.257616666666667,True,1.6,1.6,2880.0,2.0
Resolved,2819,Low,Phone,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-08 21:09:26,2023-08-10 21:09:26,2023-08-08 21:11:26,2023-08-08 21:11:16.387,Within SLA,2023-08-10 18:00:32.120,Within SLA,1.0,No Feedback,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,-0.16021666666666665,True,1.9,1.9,2880.0,2.0
Resolved,2820,Medium,Chat,Other,1st line support,Bernard Beckley,2023-08-08 22:35:28,2023-08-09 22:35:28,2023-08-08 22:37:28,2023-08-08 22:37:01.764,Within SLA,2023-08-09 16:47:07.458,Within SLA,6.0,No Feedback,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039,-0.4372666666666667,True,0.8,0.8,1440.0,1.0
Closed,2821,Medium,Chat,Training request,1st line support,Kristos Westoll,2023-08-08 00:50:57,2023-08-09 00:50:57,2023-08-08 00:52:57,2023-08-08 00:52:27.517,Within SLA,2023-08-08 18:27:14.989,Within SLA,6.0,Good,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-0.49138333333333334,True,0.7,0.7,1440.0,1.0
Closed,2822,Low,Phone,Product setup,1st line support,Nicola Wane,2023-08-08 07:51:46,2023-08-10 07:51:46,2023-08-08 07:53:46,2023-08-08 07:53:27.992,Within SLA,2023-08-11 20:40:53.639,SLA Violated,4.0,Very Poor,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,-0.3001333333333333,True,3.5,3.5,2880.0,2.0
Closed,2823,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-08 01:22:34,2023-08-10 01:22:34,2023-08-08 02:22:34,2023-08-08 01:45:21.519,Within SLA,2023-08-09 00:36:44.570,Within SLA,1.0,Average,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-37.20801666666667,True,1.0,1.0,2880.0,2.0
Closed,2824,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-08-08 05:42:37,2023-08-10 05:42:37,2023-08-08 06:42:37,2023-08-08 05:49:22.298,Within SLA,2023-08-09 06:53:10.343,Within SLA,2.0,Excellent,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,-53.24503333333334,True,1.0,1.0,2880.0,2.0
Resolved,2825,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-08-09 20:32:09,2023-08-10 20:32:09,2023-08-09 20:34:09,2023-08-09 20:32:35.264,Within SLA,2023-08-09 23:05:15.032,Within SLA,8.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-1.5622666666666667,True,0.1,0.1,1440.0,1.0
In progress,2826,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-09 08:55:35,2023-08-11 08:55:35,2023-08-09 09:55:35,2023-08-09 09:13:25.568,Within SLA,0,SLA Violated,3.0,No Feedback,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,-42.157199999999996,True,,-1.0,2880.0,2.0
Resolved,2827,High,Email,Bug report,1st line support,Bernard Beckley,2023-08-09 11:05:57,2023-08-11 11:05:57,2023-08-09 12:05:57,2023-08-09 12:04:39.099,Within SLA,2023-08-13 11:52:57.960,SLA Violated,2.0,No Feedback,Custom software development,Tier 1,Spain,39.67337,-4.767726,-1.29835,True,4.0,4.0,2880.0,2.0
Closed,2828,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-08-09 17:25:41,2023-08-11 17:25:41,2023-08-09 18:25:41,2023-08-09 17:36:40.870,Within SLA,2023-08-14 15:55:01.828,SLA Violated,4.0,Average,Other,Tier 2,Italy,43.036776,12.678565,-49.00216666666667,True,4.9,4.9,2880.0,2.0
Resolved,2829,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-08-09 06:58:57,2023-08-10 06:58:57,2023-08-09 07:00:57,2023-08-09 06:59:10.987,Within SLA,2023-08-09 19:11:32.256,Within SLA,6.0,No Feedback,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-1.7668833333333334,True,0.5,0.5,1440.0,1.0
Closed,2830,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-08-09 09:11:08,2023-08-10 09:11:08,2023-08-09 09:13:08,2023-08-09 09:15:01.662,SLA Violated,2023-08-09 14:03:14.822,Within SLA,6.0,Average,Custom software development,Tier 1,France,48.864716,2.349014,1.8943666666666668,False,0.2,0.2,1440.0,1.0
Resolved,2831,High,Chat,Bug report,2nd line support,Adolpho Messingham,2023-08-09 17:11:17,2023-08-10 17:11:17,2023-08-09 17:13:17,2023-08-09 17:11:58.279,Within SLA,2023-08-10 08:53:19.812,Within SLA,6.0,No Feedback,Custom software development,Tier 2,Bulgaria,42.7249925,25.4833039,-1.3120166666666668,True,0.7,0.7,1440.0,1.0
In progress,2832,Low,Email,Bug report,2nd line support,Heather Urry,2023-08-09 03:50:28,2023-08-11 03:50:28,2023-08-09 04:50:28,2023-08-09 04:21:26.422,Within SLA,0,SLA Violated,10.0,No Feedback,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,-29.0263,True,,-1.0,2880.0,2.0
Closed,2833,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-08-09 00:29:00,2023-08-11 00:29:00,2023-08-09 01:29:00,2023-08-09 01:03:46.685,Within SLA,2023-08-09 21:58:22.998,Within SLA,5.0,Good,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126,-25.22191666666667,True,0.9,0.9,2880.0,2.0
Closed,2834,Low,Phone,Other,2nd line support,Heather Urry,2023-08-10 18:52:16,2023-08-12 18:52:16,2023-08-10 18:54:16,2023-08-10 18:53:29.813,Within SLA,2023-08-14 17:33:53.681,SLA Violated,2.0,Good,Ready to use Software,Tier 2,Spain,39.67337,-4.767726,-0.7697833333333333,True,3.9,3.9,2880.0,2.0
In progress,2835,High,Email,Other,2nd line support,Adolpho Messingham,2023-08-10 20:17:52,2023-08-12 20:17:52,2023-08-10 21:17:52,2023-08-10 20:19:33.448,Within SLA,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,-58.309200000000004,True,,-1.0,2880.0,2.0
Closed,2836,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-10 22:15:02,2023-08-12 22:15:02,2023-08-10 23:15:02,2023-08-10 23:05:08.097,Within SLA,2023-08-11 14:48:45.103,Within SLA,2.0,Good,Custom software development,Tier 1,Germany,51.165691,10.451526,-9.898383333333333,True,0.7,0.7,2880.0,2.0
Resolved,2837,Medium,Email,Pricing and Licensing,1st line support,Kristos Westoll,2023-08-11 16:51:17,2023-08-13 16:51:17,2023-08-11 17:51:17,2023-08-11 17:49:36.705,Within SLA,2023-08-12 17:03:52.157,Within SLA,5.0,No Feedback,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-1.6715833333333334,True,1.0,1.0,2880.0,2.0
Closed,2838,Medium,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,2023-08-11 04:48:56,2023-08-13 04:48:56,2023-08-11 04:50:56,2023-08-11 04:50:24.641,Within SLA,2023-08-14 01:33:00.699,SLA Violated,6.0,Poor,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141,-0.5226500000000001,True,2.9,2.9,2880.0,2.0
Closed,2839,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-08-11 23:20:44,2023-08-13 23:20:44,2023-08-12 00:20:44,2023-08-11 23:24:19.510,Within SLA,2023-08-13 11:02:02.131,Within SLA,6.0,Good,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-56.408166666666666,True,1.5,1.5,2880.0,2.0
Closed,2840,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-08-11 23:26:09,2023-08-12 23:26:09,2023-08-11 23:28:09,2023-08-11 23:27:40.124,Within SLA,2023-08-12 21:43:34.063,Within SLA,5.0,Excellent,Other,Tier 1,Germany,51.165691,10.451526,-0.4812666666666667,True,0.9,0.9,1440.0,1.0
Closed,2841,High,Chat,Purchasing and invoicing,1st line support,Nicola Wane,2023-08-11 15:00:10,2023-08-12 15:00:10,2023-08-11 15:02:10,2023-08-11 15:00:44.869,Within SLA,2023-08-12 09:56:28.938,Within SLA,5.0,Good,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-1.41885,True,0.8,0.8,1440.0,1.0
Closed,2842,High,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-08-12 08:58:38,2023-08-14 08:58:38,2023-08-12 09:58:38,2023-08-12 09:58:35.887,Within SLA,2023-08-17 20:19:13.188,SLA Violated,7.0,Average,Custom software development,Tier 1,Greece,39.368279,21.863141,-0.03521666666666667,True,5.5,5.5,2880.0,2.0
In progress,2843,Medium,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-12 04:28:51,2023-08-14 04:28:51,2023-08-12 05:28:51,2023-08-12 05:20:19.198,Within SLA,0,SLA Violated,10.0,No Feedback,Other,Tier 2,Republic of Ireland,53.094024,-8.019675,-8.530033333333334,True,,-1.0,2880.0,2.0
Closed,2844,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-08-12 14:25:33,2023-08-13 14:25:33,2023-08-12 14:27:33,2023-08-12 14:26:07.566,Within SLA,2023-08-12 20:44:26.821,Within SLA,5.0,Excellent,Ready to use Software,Tier 2,France,48.864716,2.349014,-1.4239,True,0.3,0.3,1440.0,1.0
In progress,2845,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-08-12 01:08:42,2023-08-14 01:08:42,2023-08-12 01:10:42,2023-08-12 01:13:15.200,SLA Violated,0,SLA Violated,3.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,2.5533333333333332,False,,-1.0,2880.0,2.0
Closed,2855,High,Chat,Feature request,1st line support,Bernard Beckley,2023-08-13 04:29:18,2023-08-14 04:29:18,2023-08-13 04:31:18,2023-08-13 04:29:56.861,Within SLA,2023-08-13 08:30:02.950,Within SLA,6.0,Good,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-1.3523166666666666,True,0.2,0.2,1440.0,1.0
Closed,2856,Low,Email,Pricing and licensing,2nd line support,Heather Urry,2023-08-14 13:58:32,2023-08-16 13:58:32,2023-08-14 14:58:32,2023-08-14 14:21:50.175,Within SLA,2023-08-15 05:15:34.457,Within SLA,3.0,Average,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,-36.69708333333333,True,0.6,0.6,2880.0,2.0
Closed,2857,Medium,Email,Feature request,2nd line support,Michele Whyatt,2023-08-14 19:11:08,2023-08-16 19:11:08,2023-08-14 20:11:08,2023-08-14 19:40:00.479,Within SLA,2023-08-16 15:22:09.491,Within SLA,5.0,Excellent,Other,Tier 2,Italy,43.036776,12.678565,-31.12535,True,1.8,1.8,2880.0,2.0
Closed,2858,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-08-14 07:57:39,2023-08-16 07:57:39,2023-08-14 08:57:39,2023-08-14 08:27:10.528,Within SLA,2023-08-16 02:51:09.421,Within SLA,2.0,Very Poor,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-30.474533333333333,True,1.8,1.8,2880.0,2.0
Closed,2859,Low,Chat,Bug report,1st line support,Bernard Beckley,2023-08-14 16:56:36,2023-08-15 16:56:36,2023-08-14 16:58:36,2023-08-14 16:58:10.463,Within SLA,2023-08-16 00:14:42.289,SLA Violated,5.0,Excellent,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-0.42561666666666664,True,1.3,1.3,1440.0,1.0
Resolved,2860,Medium,Chat,Other,1st line support,Nicola Wane,2023-08-14 16:34:25,2023-08-15 16:34:25,2023-08-14 16:36:25,2023-08-14 16:36:07.213,Within SLA,2023-08-18 10:45:01.225,SLA Violated,6.0,No Feedback,Other,Tier 1,Austria,47.6964719,13.3457347,-0.29645,True,3.8,3.8,1440.0,1.0
Resolved,2861,Low,Email,Other,1st line support,Sheela Cutten,2023-08-14 12:56:01,2023-08-16 12:56:01,2023-08-14 13:56:01,2023-08-14 16:01:13.672,SLA Violated,2023-08-14 16:32:03.993,Within SLA,1.0,No Feedback,Other,Tier 1,Slovenia,46.1491664,14.9860106,125.21119999999999,False,0.2,0.2,2880.0,2.0
In progress,2862,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-08-14 02:02:34,2023-08-16 02:02:34,2023-08-14 03:02:34,2023-08-14 02:26:40.443,Within SLA,0,SLA Violated,5.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-35.89261666666666,True,,-1.0,2880.0,2.0
Closed,2863,Medium,Phone,Pricing and Licensing,1st line support,Nicola Wane,2023-08-14 21:53:06,2023-08-16 21:53:06,2023-08-14 21:55:06,2023-08-14 21:54:22.233,Within SLA,2023-08-16 05:24:49.585,Within SLA,1.0,Very Poor,Custom software development,Tier 1,Poland,52.536273,19.050639,-0.72945,True,1.3,1.3,2880.0,2.0
Resolved,2864,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-14 16:03:00,2023-08-16 16:03:00,2023-08-14 16:05:00,2023-08-14 16:04:58.417,Within SLA,2023-08-19 22:24:46.782,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-0.02638333333333333,True,5.3,5.3,2880.0,2.0
Closed,2865,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-15 06:38:25,2023-08-17 06:38:25,2023-08-15 07:38:25,2023-08-15 06:40:27.759,Within SLA,2023-08-16 15:02:32.045,Within SLA,5.0,Good,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,-57.95401666666667,True,1.4,1.4,2880.0,2.0
Closed,2866,Low,Email,Feature request,2nd line support,Adolpho Messingham,2023-08-15 20:32:14,2023-08-17 20:32:14,2023-08-15 21:32:14,2023-08-15 21:23:18.789,Within SLA,2023-08-16 20:00:44.934,Within SLA,1.0,Very Poor,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-8.920183333333334,True,1.0,1.0,2880.0,2.0
In progress,2867,Low,Phone,Pricing and Licensing,1st line support,Bernard Beckley,2023-08-15 19:42:47,2023-08-17 19:42:47,2023-08-15 19:44:47,2023-08-15 19:43:26.512,Within SLA,0,SLA Violated,3.0,No Feedback,Custom software development,Tier 1,Austria,47.6964719,13.3457347,-1.3414666666666666,True,,-1.0,2880.0,2.0
Resolved,2868,Low,Email,Training request,1st line support,Kristos Westoll,2023-08-15 22:59:05,2023-08-17 22:59:05,2023-08-15 23:59:05,2023-08-15 23:01:17.303,Within SLA,2023-08-17 15:56:14.956,Within SLA,10.0,No Feedback,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-57.79495,True,1.7,1.7,2880.0,2.0
Resolved,2869,Low,Email,Other,1st line support,Kristos Westoll,2023-08-15 06:18:13,2023-08-17 06:18:13,2023-08-15 07:18:13,2023-08-15 06:57:30.475,Within SLA,2023-08-16 01:18:44.733,Within SLA,3.0,No Feedback,Other,Tier 1,Italy,43.036776,12.678565,-20.708750000000002,True,0.8,0.8,2880.0,2.0
Closed,2870,High,Phone,Pricing and licensing,1st line support,Connor Danielovitch,2023-08-15 21:06:22,2023-08-17 21:06:22,2023-08-15 21:08:22,2023-08-15 21:08:07.108,Within SLA,2023-08-16 02:11:55.933,Within SLA,2.0,Excellent,Custom software development,Tier 1,Germany,51.165691,10.451526,-0.2482,True,0.2,0.2,2880.0,2.0
Closed,2871,High,Email,Feature request,1st line support,Sheela Cutten,2023-08-15 07:04:55,2023-08-17 07:04:55,2023-08-15 08:04:55,2023-08-15 07:20:21.949,Within SLA,2023-08-17 04:51:20.622,Within SLA,5.0,Average,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-44.55085,True,1.9,1.9,2880.0,2.0
In progress,2872,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-08-15 21:39:32,2023-08-17 21:39:32,2023-08-15 22:39:32,2023-08-16 03:00:33.779,SLA Violated,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,261.02965,False,,-1.0,2880.0,2.0
Closed,2873,Low,Email,Product setup,1st line support,Nicola Wane,2023-08-15 02:44:06,2023-08-17 02:44:06,2023-08-15 03:44:06,2023-08-15 03:05:19.439,Within SLA,2023-08-15 22:23:13.658,Within SLA,4.0,Poor,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-38.77601666666667,True,0.8,0.8,2880.0,2.0
